"person","age","networthb","time","industry"
"William Ford, Sr.",89,1.35,2014,"Ford Motor Co"
"Patricia Angelini Rossi",59,1.35,2014,"forestry, mining"
"Henry Swieca",56,1.35,2014,"hedge funds"
"Lin Li",50,1.35,2014,"investments"
"Anne Gittinger",78,1.35,2014,"Nordstrom department stores"
"Paul Foster",56,1.35,2014,"oil refining"
"Mark Vadon",43,1.35,2014,"online retail"
"Keeree Kanjanapas",64,1.35,2014,"real estate"
"Jonathan Oringer",39,1.35,2014,"stock photos"
"Lee Hwa-Kyung",58,1.35,2014,"TV, food"
"Vadim Moshkovich",46,1.3,2014,"agriculture, development"
"Gao Dekang",63,1.3,2015,"apparel"
"Daniel Hirschfeld",73,1.3,2015,"apparel retailer"
"Park Hyeon-Joo",56,1.3,2015,"asset management"
"Frank Stronach",81,1.3,2014,"auto parts"
"Deniz Sahenk",69,1.3,2015,"bank, media"
"Nikolai Tsvetkov",54,1.3,2015,"banking"
"Lily Safra",76,1.3,2014,"banking"
"Lily Safra",77,1.3,2015,"banking"
"Ihor Kolomoyskyy",52,1.3,2015,"banking, investments"
"Henadiy Boholyubov",53,1.3,2015,"banking, investments"
"Dmitry Ananyev",46,1.3,2015,"banking, IT, real estate"
"Alexei Ananyev",50,1.3,2015,"banking, IT, real estate"
"Liang Guangwei",51,1.3,2015,"batteries, mini motors"
"Reinold Geiger",66,1.3,2014,"beauty products"
"Jim Koch",65,1.3,2015,"beer"
"Charles Munger",91,1.3,2015,"Berkshire Hathaway"
"Arturo Moreno",67,1.3,2014,"billboards"
"Charles Zegar",66,1.3,2014,"Bloomberg LP"
"Aneel Bhusri",49,1.3,2015,"business software"
"Aneel Bhusri",48,1.3,2014,"business software"
"Charlotte Colket Weber",71,1.3,2014,"Campbell Soup"
"Roger Penske",78,1.3,2015,"cars"
"Brunello Cucinelli",60,1.3,2014,"cashmere sweaters"
"Kazuo Okada",72,1.3,2015,"casinos"
"Lorenzo Fertitta",45,1.3,2014,"casinos, Ultimate Fighting Championship"
"Frank Fertitta, III.",52,1.3,2014,"casinos, Ultimate Fighting Championship"
"Maria Ines de Lafuente Lacroze",70,1.3,2015,"cement firm"
"Miriam Blocher",40,1.3,2015,"chemicals"
"Du Jiangtao & family",44,1.3,2014,"chemicals"
"Dmitry Mazepin",46,1.3,2015,"chemicals"
"Low Tuck Kwong",65,1.3,2014,"coal"
"Yang Yuanqing",50,1.3,2015,"computers"
"Petro Poroshenko",48,1.3,2014,"confectionery"
"Andrei Molchanov",42,1.3,2014,"construction materials"
"Gu Wei",50,1.3,2015,"consumer electronics"
"Xiao Fen",52,1.3,2015,"consumer electronics"
"Rosely Schweizer",74,1.3,2015,"consumer goods"
"Richard Oetker",64,1.3,2015,"consumer goods"
"Carl Ferdinand Oetker",42,1.3,2015,"consumer goods"
"Bergit Douglas",68,1.3,2015,"consumer goods"
"Christian Oetker",66,1.3,2015,"consumer goods"
"August Oetker",70,1.3,2015,"consumer goods"
"Alfred Oetker",48,1.3,2015,"consumer goods"
"Julia Oetker",36,1.3,2015,"consumer goods"
"Eduardo Belmont Anderson",69,1.3,2015,"cosmetics"
"Gjert Wilhelmsen",89,1.3,2015,"cruise ships"
"Gernot Langes-Swarovski & family",70,1.3,2014,"cut crystal"
"Lev Leviev",58,1.3,2014,"diamonds"
"Edward Stack",59,1.3,2014,"Dick's Sporting Goods"
"Mohammed Dewji",39,1.3,2015,"diversified"
"Miloud Chaabi",86,1.3,2015,"diversified"
"Binod Chaudhary",59,1.3,2015,"diversified"
"Harsh Goenka",57,1.3,2015,"diversified"
"Thor Bjorgolfsson",47,1.3,2015,"diversified"
"Turgay Ciner",59,1.3,2015,"diversified"
"Polys Haji-Ioannou",56,1.3,2015,"EasyJet"
"Hong Xiaobo",43,1.3,2015,"e-commerce"
"Peter Sperling",54,1.3,2014,"education"
"Peter Sperling",55,1.3,2015,"education"
"Koo Bon-Neung",65,1.3,2015,"electronics"
"Bruce Cheng",78,1.3,2014,"electronics"
"Allan Wong",64,1.3,2014,"electronics"
"Wang Laichun",47,1.3,2015,"electronics components"
"Wang Laisheng",50,1.3,2015,"electronics components"
"Walter Frey",70,1.3,2014,"Emil Frey Group"
"Billy Kan",63,1.3,2015,"energy"
"William Macaulay",69,1.3,2015,"energy investments"
"Baba Kalyani",65,1.3,2014,"engineering"
"Oleg Boyko",50,1.3,2015,"entertaiment, retail, real estate"
"Wan Lianbu",49,1.3,2015,"fertilizers"
"Zelimkhan Mutsoev",54,1.3,2014,"fertilizers, real estate"
"Sameer Gehlaut",41,1.3,2015,"finance"
"Leszek Czarnecki",53,1.3,2015,"finance"
"Michael Steinhardt",74,1.3,2015,"finance"
"Lee Man Tat",85,1.3,2014,"food"
"Mustafa Latif Topbas",69,1.3,2014,"food manufacturing, retail"
"John Tyson",61,1.3,2015,"food processing"
"Horst Wortmann",73,1.3,2015,"Footwear"
"Patricia Angelini Rossi",60,1.3,2015,"forestry, mining"
"Erika Pohl-Stroher",96,1.3,2015,"hair products"
"Donald Hall",86,1.3,2015,"Hallmark"
"Achmad Hamami",84,1.3,2015,"heavy equipment"
"Thomas Sandell",54,1.3,2015,"hedge funds"
"Thomas Sandell",53,1.3,2014,"hedge funds"
"Wong Luen Hei",53,1.3,2015,"home building materials"
"Chen Bang",48,1.3,2014,"hospitals"
"Mehmet Aydinlar",58,1.3,2015,"hospitals"
"Jorge Moll Filho",69,1.3,2014,"hospitals"
"Chong Ngen Choo",61,1.3,2015,"hotels"
"Jasminder Singh",64,1.3,2015,"hotels"
"Lilian Werninghaus",79,1.3,2014,"industrial machinery"
"Eggon da Silva",85,1.3,2014,"industrial machinery"
"Werner Voigt",84,1.3,2014,"industrial machinery"
"George Joseph",92,1.3,2014,"insurance"
"Allan Gray",76,1.3,2014,"investing"
"Michael Price",61,1.3,2014,"investments"
"Alberto Alcocer",72,1.3,2015,"investments"
"C. Dean Metropoulos",67,1.3,2014,"investments"
"Vladimir Gruzdev",47,1.3,2014,"investments"
"Sun Pingfan & family",44,1.3,2014,"knitting machines"
"John Edson",82,1.3,2015,"leisure craft"
"Zhou Guohui",50,1.3,2015,"logistics"
"Nicola Bulgari",74,1.3,2015,"luxury goods"
"Horst Julius Pudwill",70,1.3,2015,"manufacturing"
"Koos Bekker",61,1.3,2014,"media, investments"
"Eddy Kusnadi Sariaatmadja",61,1.3,2015,"media, tech"
"James Leininger",68,1.3,2014,"medical products"
"James Leininger",69,1.3,2015,"medical products"
"Charles Simonyi",66,1.3,2014,"Microsoft"
"Markus Persson",35,1.3,2015,"Minecraft"
"Desmond Sacco",71,1.3,2014,"mining"
"David Booth",68,1.3,2014,"mutual funds"
"Bruce Nordstrom",80,1.3,2014,"Nordstrom department stores"
"Massimo Moratti",69,1.3,2015,"oil"
"Gian Marco Moratti",78,1.3,2015,"oil"
"Evgeny (Eugene) Shvidler",50,1.3,2015,"oil & gas, investments"
"Andrei Kosogov",53,1.3,2015,"oil, telecom, banking"
"Yusaku Maezawa",39,1.3,2015,"online retail"
"Coucke Marc",50,1.3,2015,"pharmaceuticals"
"Mori Arkin",62,1.3,2015,"pharmaceuticals"
"Leonard Schleifer",62,1.3,2015,"pharmaceuticals"
"Hu Kaijun",53,1.3,2015,"pharmaceuticals"
"Stephen Saad",49,1.3,2014,"pharmaceuticals"
"Shuai Fangwen",48,1.3,2015,"pharmaceuticals"
"Que Wenbin",51,1.3,2015,"pharmaceuticals"
"Stephen Feinberg",54,1.3,2015,"private equity"
"Perenna Kei & family",24,1.3,2014,"real estate"
"Sanford Diller",87,1.3,2015,"real estate"
"Vikas Oberoi",44,1.3,2015,"real estate"
"Danny Tan Chee Sing",59,1.3,2015,"real estate"
"Elie Horn",70,1.3,2014,"real estate"
"Gordon Wu",80,1.3,2015,"real estate"
"Ciputra & family",82,1.3,2014,"real estate"
"Chu Mang Yee & family",54,1.3,2014,"real estate"
"Chen Jinsong",51,1.3,2015,"real estate"
"Alexander Spanos",91,1.3,2015,"real estate"
"Alain Taravella",67,1.3,2015,"real estate"
"Alain Taravella",66,1.3,2014,"real estate"
"Ni Zhaoxing",58,1.3,2014,"real estate"
"Ni Zhaoxing",59,1.3,2015,"real estate"
"Huang Wen Tsai",61,1.3,2015,"real estate"
"Jiang Zhaobai",50,1.3,2014,"real estate"
"Miao Shouliang",60,1.3,2015,"real estate, diversified"
"Richard Chang",68,1.3,2015,"real estate, electronics"
"Samih Sawiris",57,1.3,2014,"real estate, hotels"
"Wee Meng Koh",51,1.3,2015,"real estate, hotels"
"Albert Yeung",71,1.3,2015,"real estate, retail"
"Sidney Kimmel",86,1.3,2014,"retail"
"Sidney Kimmel",87,1.3,2015,"retail"
"Akio Nitori",70,1.3,2014,"retail"
"David Sainsbury",73,1.3,2014,"retail"
"Gerry Harvey",75,1.3,2015,"retail"
"Lin Ming-Hsiung",65,1.3,2015,"retail"
"Michael Klein",64,1.3,2015,"retail"
"Michael Krasny",61,1.3,2015,"retail"
"Jacques D'Amours",58,1.3,2015,"retail"
"Lee Boo-Jin",43,1.3,2014,"Samsung"
"Zhou Hongyi",44,1.3,2015,"security software"
"Henry Nicholas, III.",54,1.3,2014,"semiconductors"
"Jacques Saade & family",77,1.3,2014,"shipping"
"Mubariz Gurbanoglu",45,1.3,2014,"shipping"
"Mubariz Gurbanoglu",46,1.3,2015,"shipping"
"Andrea Della Valle",49,1.3,2015,"shoes"
"Carlos Francisco Ribeiro Jereissati & family",67,1.3,2014,"shopping malls"
"Jose Isaac Peres & family",73,1.3,2014,"shopping malls"
"Jose Isaac Peres & wife",74,1.3,2015,"shopping malls"
"Yi Zheng",44,1.3,2015,"software"
"Wang Wenjing",49,1.3,2014,"software"
"K. Dinesh",60,1.3,2015,"software services"
"Jerry Reinsdorf",79,1.3,2015,"sports teams"
"Ding Shijia",51,1.3,2015,"sportswear"
"Rufino Vigil Gonzalez",66,1.3,2015,"steel"
"Rufino Vigil Gonzalez",65,1.3,2014,"steel"
"B. Wayne Hughes, Jr.",54,1.3,2015,"storage facilities"
"Shaul Shani",59,1.3,2014,"technology"
"Kenny Troutt",66,1.3,2014,"telecommunications"
"Surin Upatkoon",65,1.3,2015,"telecoms/lotteries/insurance"
"Surin Upatkoon",64,1.3,2014,"telecoms/lotteries/insurance"
"Wang Xicheng",66,1.3,2015,"tires"
"Nicholas Woodman",38,1.3,2014,"video cameras"
"Gabe Newell",52,1.3,2015,"videogames"
"Kim Jung-Ju",46,1.29,2014,"online games"
"Huang Yi",52,1.25,2014,"auto distribution"
"Allan Slaight",81,1.25,2014,"broadcasting"
"Chen Lip Keong",66,1.25,2014,"casinos"
"Hubert d'Ornano",87,1.25,2014,"cosmetics"
"Kutayba Alghanim",68,1.25,2014,"diversified"
"Bassam Alghanim",62,1.25,2014,"diversified"
"Soichiro Fukutake",68,1.25,2014,"education"
"David Harding",52,1.25,2014,"finance"
"Seth Klarman",56,1.25,2014,"investments"
"Daniel Harrison, III.",66,1.25,2014,"oil and gas"
"Yusaku Maezawa",38,1.25,2014,"online retail"
"Ashwin Dani",71,1.25,2014,"paints"
"Konstantin Grigorishin",48,1.25,2014,"power engineering"
"Wei Shaojun",51,1.25,2014,"real estate"
"Anas Sefrioui",56,1.25,2014,"real estate"
"Chung Yong-Jin",45,1.25,2014,"Shinsegae"
"Blairo Maggi",58,1.2,2015,"agribusiness"
"Itamar Locks",60,1.2,2015,"agribusiness"
"Lucia Maggi",83,1.2,2015,"agribusiness"
"Ioan Niculae",59,1.2,2014,"agriculture"
"Ioan Niculae",60,1.2,2015,"agriculture"
"Benedicta Chamberlain",70,1.2,2014,"alcohol"
"Zhang Zhongneng & family",50,1.2,2014,"aluminum"
"Steve Case",55,1.2,2014,"AOL"
"Ma Hong",47,1.2,2015,"apparel retailer"
"Cho Tak Wong & family",67,1.2,2014,"auto parts"
"Abhay Firodia",70,1.2,2015,"automobiles"
"Anand Mahindra",59,1.2,2015,"automobiles"
"Alberto Bombassei",73,1.2,2014,"automotive brakes"
"Jean Burelle",76,1.2,2015,"automotive systems"
"Laurent Burelle",65,1.2,2015,"automotive systems"
"Mehmet Rustu Basaran",68,1.2,2015,"bank, gas"
"Luis Enrique Yarur Rey",64,1.2,2015,"banking"
"Lia Maria Aguiar",76,1.2,2014,"banking inheritance"
"Lia Maria Aguiar",77,1.2,2015,"banking inheritance"
"Len Ainsworth",91,1.2,2015,"betting machines"
"Alan Auerbach",45,1.2,2015,"biotechnology"
"Seo Jung-Jin",57,1.2,2015,"biotechnology"
"Wang Zhenghua",70,1.2,2015,"budget airline"
"Maggie Magerko",49,1.2,2015,"building materials"
"Jacques Merceron-Vicat & family",75,1.2,2014,"cement"
"Maria Ines de Lafuente Lacroze & family",69,1.2,2014,"cement firm inheritance"
"Lev Kvetnoi",49,1.2,2015,"cement, airport"
"James Ratcliffe",61,1.2,2014,"chemicals"
"Wang Jinshu",58,1.2,2015,"chemicals"
"Edwin Soeryadjaya",65,1.2,2014,"coal, investments"
"Edwin Soeryadjaya",66,1.2,2015,"coal, investments"
"Robert Stiller",71,1.2,2015,"coffee"
"Brian Roberts",54,1.2,2014,"Comcast"
"Claude Dauphin",63,1.2,2014,"commodities"
"Gary Fegel",41,1.2,2015,"commodities trading"
"Wang Wei",43,1.2,2015,"computer hardware"
"Len Buckeridge",78,1.2,2014,"construction"
"Mehmet Sinan Tara",56,1.2,2015,"construction"
"Jose Llado Fernandez-Urrutia",80,1.2,2015,"construction"
"Fahd Hariri",33,1.2,2014,"construction, investments"
"Ayman Hariri",35,1.2,2014,"construction, investments"
"Shishir Bajaj",67,1.2,2015,"consumer goods"
"Joao Alves de Queiroz Filho",62,1.2,2015,"consumer goods"
"Liu Xuejing & family",63,1.2,2014,"copper, poultry"
"Guilherme Peirao Leal",64,1.2,2014,"cosmetics"
"Nirav Modi",43,1.2,2014,"diamond jewelry"
"Lev Leviev",59,1.2,2015,"diamonds"
"Ahmet Nazif Zorlu",69,1.2,2014,"diversified"
"Douglas Hsu & family",71,1.2,2014,"diversified"
"Vincent Tan",63,1.2,2015,"diversified"
"Drew Houston",31,1.2,2014,"Dropbox"
"Drew Houston",31,1.2,2015,"Dropbox"
"Clelia Haji-Ioannou",47,1.2,2015,"EasyJet"
"Yu Minhong & family",52,1.2,2014,"education"
"Chang Pyung-Soon",64,1.2,2015,"educational products & services"
"Nan Cunhui",50,1.2,2014,"electric equipment"
"Vinod Gupta",69,1.2,2015,"electrical equipment"
"Ilkka Herlin",56,1.2,2015,"elevators, escalators"
"Niklas Herlin",51,1.2,2015,"elevators, escalators"
"William Macaulay",68,1.2,2014,"energy investments"
"Alan Rydge",62,1.2,2015,"entertainment"
"Jeff Rothschild",59,1.2,2014,"Facebook"
"Jack Cowin",72,1.2,2015,"fast food"
"Albert Berner",79,1.2,2015,"fasteners"
"Alexander Rovt",62,1.2,2015,"fertilizer, real estate"
"Li Yongjun",48,1.2,2015,"food"
"Wong Man Li",49,1.2,2014,"Furniture"
"Wong Man Li",50,1.2,2015,"Furniture"
"Donald Hall",85,1.2,2014,"Hallmark"
"Clifford Illig",64,1.2,2015,"health care"
"William F. Austin",73,1.2,2015,"hearing aids"
"Brian Higgins",50,1.2,2015,"hedge fund"
"O. Francis Biondi",50,1.2,2015,"hedge fund"
"Richard Chilton Jr",56,1.2,2015,"hedge funds"
"Rubens Menin Teixeira de Souza",58,1.2,2014,"home building"
"Serge Godin",65,1.2,2015,"information technology"
"J. Tomilson Hill",66,1.2,2015,"investments"
"Nikolai Maximov & family",56,1.2,2014,"investments"
"Liu Yiqian",51,1.2,2015,"investments"
"Leonid Simanovsky",64,1.2,2014,"investments"
"Vladimir Gruzdev",48,1.2,2015,"investments"
"Zheng Yuewen",53,1.2,2015,"investments"
"Rakesh Jhunjhunwala",53,1.2,2014,"investments"
"Gilles Martin",51,1.2,2015,"laboratory services"
"Gilles Martin",50,1.2,2014,"laboratory services"
"Valentin Gapontsev",76,1.2,2015,"lasers"
"Zhou Mingjie",57,1.2,2015,"lighting installations"
"Tian Ming",60,1.2,2014,"measuring instruments"
"Luigi Cremonini",75,1.2,2015,"Meat Processing"
"Hary Tanoesoedibjo",48,1.2,2014,"media"
"Kerry Stokes",74,1.2,2015,"media, mining"
"Rudolf Maag",69,1.2,2015,"medical devices"
"Kostyantin Zhevago",40,1.2,2014,"mining"
"Charles Brandes",72,1.2,2015,"money management"
"Tu Jianhua",50,1.2,2014,"motorcycles, real estate"
"Mark Dixon",56,1.2,2015,"office real estate"
"Mark Dixon",55,1.2,2014,"office real estate"
"Mohammed Al Barwani",62,1.2,2014,"oil"
"Mohammed Al Barwani",63,1.2,2015,"oil"
"Alexander Putilov",61,1.2,2014,"oil"
"Mokhzani Mahathir",53,1.2,2014,"oil & gas services"
"Ayman Asfari",56,1.2,2015,"oil services"
"David Yakobashvili",57,1.2,2014,"oil, real estate"
"John Coates",45,1.2,2015,"online gambling"
"Chen Tianqiao",42,1.2,2015,"online games"
"Kim Taek-Jin",47,1.2,2015,"online games"
"Tony Chen",46,1.2,2015,"optical components"
"Aloke Lohia",56,1.2,2015,"petrochemicals"
"An Kang",66,1.2,2015,"pharmaceuticals"
"Anne Beaufour",51,1.2,2015,"pharmaceuticals"
"Alberto Roemmers",87,1.2,2014,"pharmaceuticals"
"G.V. Prasad",54,1.2,2015,"pharmaceuticals"
"Henri Beaufour",49,1.2,2015,"pharmaceuticals"
"Hasmukh Chudgar",81,1.2,2015,"pharmaceuticals"
"Mori Arkin",61,1.2,2014,"pharmaceuticals"
"Li Tan",50,1.2,2015,"pharmaceuticals"
"Li Li & family",50,1.2,2014,"pharmaceuticals"
"Liu Dianbo",50,1.2,2015,"pharmaceuticals"
"Satish Reddy",47,1.2,2015,"pharmaceuticals"
"Zhu Jiman",50,1.2,2015,"pharmaceuticals"
"Ziyaudin Magomedov",45,1.2,2014,"port, gas"
"Andrei Filatov",42,1.2,2014,"ports, railway transport"
"Konstantin Nikolaev",43,1.2,2014,"ports, railway transport"
"Nikita Mishin",42,1.2,2014,"ports, railway transport"
"Qin Yinglin",49,1.2,2015,"poultry"
"Vito Rodriguez Rodriguez",76,1.2,2015,"processed milk"
"Lang Walker",68,1.2,2014,"property"
"Robert Ell",70,1.2,2015,"property"
"Carol Jenkins Barnett",57,1.2,2014,"Publix supermarkets"
"Zhong Sheng Jian",56,1.2,2014,"real estate"
"Xiu Li Hawken",51,1.2,2014,"real estate"
"Yan Zhi",42,1.2,2015,"real estate"
"Asok Kumar Hiranandani",59,1.2,2014,"real estate"
"Mofatraj Munot",69,1.2,2014,"real estate"
"Liu Shaoxi",51,1.2,2015,"real estate"
"Maurice Alter",89,1.2,2015,"real estate"
"Huang Wen Tsai",60,1.2,2014,"real estate"
"Suat Gunsel",61,1.2,2014,"real estate, education"
"Koh Wee Meng",50,1.2,2014,"real estate, hotels"
"Airat Shaimiev",52,1.2,2015,"refinery, chemicals"
"Ronald Joyce",83,1.2,2014,"restaurants"
"Ronald Joyce",84,1.2,2015,"restaurants"
"V.G. Siddhartha",55,1.2,2015,"retail"
"Ron Sim",56,1.2,2014,"retail"
"Ron Sim",56,1.2,2015,"retail"
"Gerry Harvey",74,1.2,2014,"retail"
"Michael Krasny",60,1.2,2014,"retail"
"Sergei Katsiev",57,1.2,2015,"retail, wholesale"
"Chung Yong-Jin",46,1.2,2015,"retailing"
"Denise York",63,1.2,2014,"San Francisco 49ers"
"Chung Mong-Joon",63,1.2,2015,"shipbuilding/industrial machines"
"Jacques Saade",78,1.2,2015,"shipping"
"Sun Deliang",42,1.2,2015,"software"
"Alexander Karp",47,1.2,2015,"software firm"
"S.D. Shibulal",60,1.2,2015,"software services"
"Abdulsamad Rabiu",54,1.2,2014,"sugar, flour, cement"
"Fernando Roig",67,1.2,2015,"supermarkets"
"Jean-Charles Naouri",65,1.2,2015,"supermarkets, sporting goods"
"Jiang Ning",41,1.2,2015,"telecom"
"Mehmet Emin Karamehmet",70,1.2,2015,"telecom, diversified"
"Gleb Fetisov",48,1.2,2015,"telecom, finance"
"Tang Hsiang-chien",92,1.2,2015,"textiles/electronics"
"Cho Yang-Rai",77,1.2,2015,"tire manufacturing"
"Cho Yang-Rai",76,1.2,2014,"tires"
"David Penaloza Alanis",41,1.2,2015,"toll roads"
"Mehmet Nazif Gunal",67,1.2,2015,"tourism, construction"
"Gabe Newell",51,1.2,2014,"videogames"
"Dan Snyder",49,1.2,2014,"Washington Redskins"
"Pierre Papillaud",79,1.2,2015,"water"
"Remo Ruffini",53,1.2,2015,"winter jackets"
"Vincent McMahon",68,1.2,2014,"wrestling"
"Alfredo Egydio Arruda Villela Filho",44,1.15,2014,"banking"
"Ye Cheng",52,1.15,2014,"diversified"
"Daisy Igel",86,1.15,2014,"gas, petrochemicals"
"Mitchell Jacobson",63,1.15,2014,"industrial equipment"
"Jane Lauder",41,1.15,2014,"inherited, cosmetics"
"Eduardo Hochschild",50,1.15,2014,"inherited, mining"
"Lee Hae-Jin",46,1.15,2014,"internet portal"
"Megdet Rahimkulov",68,1.15,2014,"investments"
"John Edson",81,1.15,2014,"leisure craft"
"Max Turnauer",78,1.15,2014,"manufacturing"
"Ma Xingtian",44,1.15,2014,"pharmaceuticals"
"Thongma Vijitpongpun",55,1.15,2014,"real estate"
"Danny Tan Chee Sing",58,1.15,2014,"real estate"
"Alexei Semin",46,1.15,2014,"real estate"
"Miao Shouliang",59,1.15,2014,"real estate"
"Alexei Bogachev",43,1.15,2014,"retail, banking"
"Lee Seo-Hyun",40,1.15,2014,"Samsung"
"Jacob Stolt-Nielsen & family",82,1.15,2014,"shipping"
"Qi Xiangdong",43,1.15,2014,"software"
"Brij Bhushan Singal",77,1.15,2014,"steel"
"Fernando Roig",66,1.15,2014,"supermarkets"
"Andrei Kuzyaev",48,1.15,2014,"telecom, oil service, real estate"
"Liu Zhenguo",49,1.15,2014,"water treatment systems"
"Alexander Lutsenko",52,1.1,2015,"agribusiness"
"Marli Pissollo",60,1.1,2015,"agribusiness"
"Yuriy Kosiuk",46,1.1,2015,"agriculture"
"Sergei Kislov",53,1.1,2014,"agriculture, refinery"
"Achal Bakeri",55,1.1,2015,"air coolers"
"Jeanine Dick",78,1.1,2015,"animal pharmaceuticals"
"Liang Zhaoxian",50,1.1,2015,"appliances"
"Wu Chung-Yi",56,1.1,2015,"auto parts"
"Jean Burelle",75,1.1,2014,"automotive systems"
"Laurent Burelle",64,1.1,2014,"automotive systems"
"Ana Lucia de Mattos Barretto Villela",40,1.1,2014,"banking"
"Roustam Tariko",52,1.1,2015,"banking"
"Roman Avdeev",47,1.1,2015,"banking, development"
"Charles Munger",90,1.1,2014,"Berkshire Hathaway"
"Stewart Horejsi",76,1.1,2014,"Berkshire Hathaway"
"Nobutada Saji",68,1.1,2014,"beverages"
"Edir Macedo",70,1.1,2015,"broadcasting"
"Edir Macedo & family",69,1.1,2014,"broadcasting"
"Mike Cannon-Brookes",35,1.1,2015,"business software"
"Dorrance Hamilton",86,1.1,2015,"Campbell Soup"
"Yuri Gushchin",70,1.1,2015,"candy, real estate"
"Brunello Cucinelli",61,1.1,2015,"cashmere sweaters"
"Jacques Merceron-Vicat",76,1.1,2015,"cement"
"Jon Huntsman",77,1.1,2015,"chemicals"
"Jon Huntsman",76,1.1,2014,"chemicals"
"Miriam Blocher",39,1.1,2014,"chemicals"
"Pavel Tykac",50,1.1,2015,"coal mine"
"Timothy Boyle",64,1.1,2014,"Columbia Sportswear"
"Mohammed Ibrahim",67,1.1,2014,"communications"
"Mohammed Ibrahim",68,1.1,2015,"communications"
"John Morgridge",81,1.1,2015,"computer hardware"
"Chey Ki-Won",50,1.1,2015,"computer services"
"Zhou Yaoting",72,1.1,2015,"conglomerate"
"Huang Zhenda & family",66,1.1,2014,"construction"
"Ziyad Manasir",49,1.1,2015,"construction"
"Fahd Hariri",34,1.1,2015,"construction, investments"
"Ayman Hariri",36,1.1,2015,"construction, investments"
"Harjo Sutanto",87,1.1,2014,"consumer goods"
"Amit Burman",45,1.1,2015,"consumer goods"
"Husain Djojonegoro",65,1.1,2015,"consumer goods"
"Kishore Mariwala",80,1.1,2015,"consumer goods"
"Juan Fernando Belmont Anderson",70,1.1,2014,"cosmetics"
"Hubert d'Ornano",88,1.1,2015,"cosmetics"
"Thomas Straumann",50,1.1,2014,"dental implants"
"Kutayba Alghanim",69,1.1,2015,"diversified"
"Mustafa Vehbi Koc",54,1.1,2015,"diversified"
"Binod Chaudhary & family",58,1.1,2014,"diversified"
"Bassam Alghanim",63,1.1,2015,"diversified"
"Sevket Sabanci",78,1.1,2015,"diversified"
"Raghuvinder Kataria",65,1.1,2015,"diversified"
"Soichiro Fukutake",69,1.1,2015,"education"
"Chu Jinfu",57,1.1,2015,"electrical power equipment"
"Ilkka Herlin",55,1.1,2014,"elevators, escalators"
"Ilona Herlin",49,1.1,2014,"elevators, escalators"
"Ilona Herlin",50,1.1,2015,"elevators, escalators"
"Niklas Herlin",50,1.1,2014,"elevators, escalators"
"Ahmet Calik",56,1.1,2014,"energy, media, banking"
"Alexander Rovt",61,1.1,2014,"fertilizer, real estate"
"Wang Zhongjun",54,1.1,2015,"film production"
"Thomas Bailey",78,1.1,2015,"finance"
"Michael Steinhardt",73,1.1,2014,"finance"
"Bruno Steinhoff",77,1.1,2015,"Furniture"
"Hajime Satomi",72,1.1,2014,"gaming"
"Hu Kaijun",52,1.1,2014,"healthcare"
"Azad Moopen",61,1.1,2015,"healthcare"
"Beda Diethelm",74,1.1,2015,"hearing aids"
"Robert Citrone",49,1.1,2014,"hedge fund"
"Choo Chong Ngen",62,1.1,2014,"hotels"
"Marilyn Carlson Nelson",75,1.1,2015,"hotels, travel"
"Barbara Carlson Gage",72,1.1,2015,"hotels, travel"
"Aerin Lauder Zinterhofer",44,1.1,2014,"inherited, cosmetics"
"William Berkley",68,1.1,2015,"insurance"
"Shlomo Eliahu",79,1.1,2015,"insurance"
"Henry Engelhardt",57,1.1,2015,"insurance"
"Henry Engelhardt",56,1.1,2014,"insurance"
"Sergei Sarkisov",54,1.1,2014,"insurance & real estate"
"Hal Jackman",82,1.1,2015,"insurance, investments"
"Nikolai Sarkisov",45,1.1,2014,"insurance, real estate"
"Jeffrey Gundlach",56,1.1,2015,"investments"
"Ke Xiping & family",53,1.1,2014,"investments"
"Nikolai Maximov",57,1.1,2015,"investments"
"Andrei Rappoport",51,1.1,2015,"investments"
"Andrei Rappoport",50,1.1,2014,"investments"
"Alexander Vik",60,1.1,2015,"investments"
"Jose Mendes Nogueira & family",86,1.1,2014,"iron ore mining"
"Xia Shudong",42,1.1,2015,"IT service"
"Yu Awu",73,1.1,2015,"jewelry"
"T.S. Kalyanaraman",67,1.1,2015,"jewelry"
"Carolus Nolet, Sr.",74,1.1,2015,"Ketel One vodka"
"Koo Bon-Neung",64,1.1,2014,"LG"
"Sun Qinghuan",41,1.1,2015,"lighting"
"Fang Wei",40,1.1,2014,"manufacturing"
"Joseph Grendys",52,1.1,2014,"Meat Processing"
"Aydin Dogan",77,1.1,2014,"media"
"Alfred Mann",88,1.1,2014,"medical devices"
"Gustavo Denegri",79,1.1,2015,"medical tests"
"Park Hyeon-Joo",55,1.1,2014,"Mirae"
"Charles Brandes",71,1.1,2014,"money management"
"Tu Jianhua",51,1.1,2015,"motorcycles, real estate"
"Liu Ming Hui",52,1.1,2015,"natural gas distribution"
"Kim Tack-Jin",47,1.1,2014,"NCsoft"
"Ray Irani",79,1.1,2014,"oil"
"Evgeny (Eugene) Shvidler",49,1.1,2014,"oil & gas, investments"
"Liu Zhenfeng",52,1.1,2014,"oilfield equipment"
"Mark Pincus",48,1.1,2014,"online games"
"Yoshikazu Tanaka",38,1.1,2015,"online social network"
